,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0,47.619072,48.44704,49.79237,53.661793,57.766373,61.971985,66.27886,70.68713,75.19656,79.80712,84.5185,89.33193,94.24588,99.2615,104.37768,109.59594,114.91535,120.335335,125.856606,131.47954,137.46916,143.65346,150.17143,157.1784,164.44087,171.83214,179.35193,187.00003,194.7767,202.6821,210.71602,218.87886,227.1693,235.58945,245.24333,256.39993,267.7875,279.40518,291.2534,303.53326,317.67035,332.1177,346.87494,362.72083,380.0753,398.33395,417.01382,436.11472,455.6368,475.57803,495.94156,516.7261,537.93036,559.5559,581.602,604.06915,626.9568,650.26624,673.99475,698.14594,722.2481,746.7121,771.57855,796.84644,822.5149,848.58624,875.0588,901.9355,929.21155,956.88916,984.9685,1013.4495,1042.333,1071.6172,1101.3036,1131.1344,1159.5924,1188.3961,1217.5469,1247.0404,1276.877,1307.0626,1337.5913,1368.4663,1399.6827,1431.2457,1463.1552,1495.4082,1528.0071,1560.95,1594.2373,1627.8721,1661.8496,1696.1727,1730.8422,1765.8535,1801.2114,1836.9147,1872.0433,1907.2804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,58.62063,61.61353,64.6699,67.78967,70.97277,74.21916,77.5291,80.90253,84.339386,87.83962,91.470024,95.00959,98.607,102.26147,105.97351,109.74285,113.56947,117.45365,121.39519,125.3942,129.45096,133.56474,137.72542,141.72179,146.02744,150.39333,154.81871,160.22995,166.11519,172.09924,178.18303,184.3657,190.64777,197.02864,203.5089,210.08858,216.76707,223.54489,230.58015,238.50166,246.73862,255.15482,266.2179,279.97543,294.07953,310.2748,327.443,345.07312,363.1647,381.7177,400.73306,420.21042,440.14877,460.54913,481.41113,502.73425,524.5201,546.76697,569.47504,592.6459,616.2788,640.37195,664.9275,689.9456,715.42413,741.364,767.76666,794.63055,821.95667,849.74335,878.4296,907.7518,937.55273,967.83655,996.6446,1025.5657,1053.0079,1080.4464,1108.2195,1136.3273,1164.7716,1193.5486,1222.6624,1252.1107,1281.8928,1312.0104,1342.4631,1373.2511,1404.3729,1435.8295,1467.6237,1499.7502,1532.2119,1565.0085,1598.1407,1631.6068,1665.4104,1699.5464,1734.0173,1768.8239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,22.864542,25.726625,28.72142,31.848986,35.10936,38.502888,42.02886,45.687683,49.479282,53.403965,57.461227,61.651337,65.97437,70.43014,75.018745,79.74,84.59427,89.7795,95.52957,101.44773,107.24537,111.93395,116.712105,121.579575,126.5365,131.5831,136.71887,141.94452,147.2593,152.66402,158.23283,164.04814,169.96051,175.96977,183.55843,192.78749,202.40378,212.5552,224.3118,236.6825,249.38414,263.20087,278.19318,293.45316,308.9855,324.91626,341.24585,357.97314,375.10083,392.6259,410.54974,428.87222,447.59235,466.71222,486.23047,506.14728,526.4626,547.1758,568.2884,589.7992,611.709,634.01733,656.72363,679.82983,703.333,727.2355,751.53674,776.23645,801.335,826.8314,852.72595,879.0206,905.7125,932.80457,960.2932,988.1819,1016.4686,1045.0203,1073.8636,1102.6959,1131.8993,1161.4745,1191.4193,1221.8125,1254.067,1286.7357,1319.8215,1353.3191,1387.2322,1421.56,1456.3037,1491.4608,1527.0332,1563.0209,1599.4208,1636.2377,1673.4678,1711.112,1749.1733,1787.647,1826.5366,1865.8395,1905.5592,1944.4742,1983.6735,2021.1177,2058.3975,2096.0068,2133.9436,2172.2063,2210.8005,2249.7202,2288.9692,2328.5476,2368.4497,2408.6846,2449.2434,2490.134,2531.3496,2572.8945,2614.766,2656.9678,2699.4973,2742.3528,2785.5376,2829.0508,2872.8916,2917.0596,2961.5562,3006.3577,3051.3662,3096.6985,3142.3562,3188.342,3234.6526,3281.2896,3328.2507,3375.5374,3423.151,3471.092,3519.3552,3567.9438,3616.8618,3663.2998,3704.9773,3743.2173,3781.8252,3820.7917,3859.9487,3898.914,3936.32,3973.9053,4011.6704,4049.6106,4087.7307,4124.5747,4160.601,4196.023,4229.631,4260.372,4290.865,4321.469,4350.6436,4376.936,4403.3027,4428.6836,4451.835,4471.6655,4488.375,4499.1855,4507.715,4511.1074,4512.664,4514.2207,4515.7754,4517.335,4518.8906,4520.446,4522.0044,4523.56,4525.118,4526.529,4524.7783,4523.0293,4521.276,4519.356,4509.683,4500.019,4490.3613,4480.7134,4471.074,4454.461,4436.95,4419.4653,4402.0073,4384.5747,4367.1675,4349.7915,4332.437,4311.415
3,55.63852,58.837925,62.464855,66.17709,69.97507,73.858284,77.8272,81.6894,85.620384,89.626884,93.708496,97.86536,102.098045,106.405754,110.78695,115.24177,119.76992,124.37228,128.93208,133.42662,137.98618,142.6109,147.30011,152.05586,156.87616,161.76178,166.71228,171.76541,178.69017,185.74161,192.92097,200.2263,207.6595,215.21922,223.27882,231.88397,240.64287,249.55565,258.6219,267.8415,277.2144,290.08105,306.74075,324.47305,342.67963,361.36115,380.5176,400.14975,420.2561,440.83746,461.8938,483.42526,505.43216,527.91345,550.8699,574.3005,598.20636,622.5871,647.4435,672.77454,698.5806,724.8612,751.61676,778.84814,806.5527,834.73413,863.39014,892.5199,922.1259,952.2062,982.7621,1013.7923,1045.2965,1077.277,1109.7317,1142.6626,1176.067,1209.9478,1244.2507,1276.4404,1309.0325,1342.0278,1374.0465,1406.4069,1439.1324,1472.2173,1505.6674,1539.4773,1573.6526,1608.191,1643.0901,1678.3536,1713.979,1749.968,1786.3204,1823.0328,1860.1123,1897.5513,1935.3529,1973.5204,2012.0479,2050.296,2086.5215,2123.0483,2159.8772,2197.0864,2236.4607,2276.159,2316.183,2356.5354,2397.2117,2438.215,2479.5452,2521.2,2563.1829,2605.4905,2648.1252,2691.0852,2734.3738,2777.9868,2821.925,2866.1907,2910.7842,2955.7,3000.9463,3046.5164,3092.4114,3138.6353,3185.1858,3232.0603,3279.262,3326.7876,3374.641,3422.8208,3471.3281,3520.1624,3569.321,3618.7793,3668.4707,3718.4888,3768.8274,3819.491,3870.4788,3917.2285,3962.6812,4008.3792,4052.5806,4091.1104,4129.804,4168.5063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,32.643013,34.77124,36.964325,39.222496,41.50427,43.83326,46.221447,48.66879,51.17505,53.74058,56.365635,59.049458,61.79279,64.595,67.45653,70.377426,73.35721,75.942474,78.52641,81.14359,83.79405,86.478714,89.196205,91.71727,94.061005,96.40809,98.75828,101.1112,103.48889,110.18623,117.73393,125.53124,133.57855,141.87566,150.42276,159.22002,168.26683,177.56384,187.11107,196.90723,206.95444,217.25096,227.86487,239.16365,251.61456,264.64365,278.001,291.68704,305.70264,320.0461,334.71866,349.71954,365.0501,380.70993,396.69733,413.01358,429.65912,446.63403,463.9358,481.56818,499.5284,517.818,536.43536,555.3821,574.65753,594.26215,614.1953,634.458,655.0481,675.96765,697.21484,718.79266,740.69867,762.9339,785.49646,808.389,832.3419,856.71234,881.4317,906.5014,931.91974,957.68634,983.8025,1010.2679,1037.081,1064.2451,1091.7561,1119.6196,1147.8287,1176.3884,1205.2977,1234.5555,1264.1626,1294.1185,1324.4222,1355.076,1386.0786,1417.4319,1449.1317,1481.1814,1513.5814,1546.3295,1579.4288,1612.8737,1646.6691,1679.7128,1713.0151,1746.6394,1780.5867,1814.8544,1849.4504,1884.3677,1919.6074,1955.1724,1991.0583,2027.2684,2063.8,2100.6572,2137.8352,2175.3389,2213.1643,2251.3127,2289.7852,2328.58,2367.6963,2407.14,2446.9065,2486.9927,2527.405,2568.1377,2609.1943,2650.5752,2692.2815,2734.3086,2776.6575,2819.3289,2862.3274,2905.6482,2949.2903,2993.2554,3037.5454,3082.1577,3125.782,3168.6694,3211.8462,3255.3154,3299.0732,3343.1228,3386.2302,3423.6235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,42.277912,43.85181,45.451756,47.078335,49.37858,51.976284,54.625957,57.327106,60.08021,62.884613,65.74124,68.81043,72.37119,74.90929,77.36079,80.03187,83.52956,87.10165,90.74726,94.46755,98.26184,102.130875,106.07377,110.090385,114.18179,118.34774,122.86542,127.97841,132.90755,137.66318,142.49893,147.41524,152.41069,157.4872,162.64368,167.87984,173.19678,178.59334,184.0707,189.62732,195.2654,200.98225,206.78035,212.65794,218.61601,224.6544,230.7723,236.97061,243.24957,249.60847,256.5258,268.38107,282.23605,296.42996,310.9631,325.83643,341.04904,356.60056,372.49118,388.72092,405.2899,422.1983,439.44666,457.03403,474.9608,493.2262,511.83038,530.7767,550.0601,569.6831,589.6465,609.94684,630.58826,651.56793,672.88837,694.5472,716.5456,738.88464,761.56067,784.57635,807.9329,831.5405,855.30676,879.4093,903.84753,928.6195,953.72473,979.16815,1004.9443,1031.0548,1057.5018,1084.2839,1111.3989,1138.8497,1166.6351,1194.7562,1222.6055,1250.4011,1278.5052,1306.9196,1335.6508,1364.6912,1394.0458,1423.7118,1453.6896,1483.9814,1514.5836,1545.5006,1576.7274,1608.2666,1640.1212,1672.2855,1704.7622,1737.5502,1770.6538,1804.0647,1837.7932,1871.8314,1906.1814,1940.8441,1975.8195,2011.1064,2046.7058,2082.622,2118.846,2155.383,2192.2312,2229.3926,2266.8645,2304.6516,2342.7495,2381.1628,2419.8853,2458.9226,2498.27,2537.9316,2579.6091,2622.4243,2665.5825,2709.091,2752.9424,2797.1409,2837.6257,2877.4583,2917.5508,2957.9187,2998.549,3039.4492,3080.6172,3122.0535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,87.59053,91.32886,95.069115,98.82822,102.65913,106.56232,110.53757,114.58491,118.70478,122.89628,127.16048,131.49649,135.17633,138.8799,142.63344,146.4367,150.28947,154.19177,158.14413,162.14616,166.19736,170.29912,174.44987,178.65062,182.90102,187.20135,191.55063,195.95024,200.39957,204.89883,209.44724,214.04573,218.69347,223.39139,228.13858,232.93605,237.78261,242.67943,247.62514,252.62111,257.66656,262.76212,267.907,273.10165,278.34616,283.6403,288.9842,295.05377,302.11877,309.2645,316.49255,323.8014,331.19223,338.66452,346.21854,353.85376,361.57092,369.3696,377.2499,385.21094,393.25397,401.37924,409.58557,417.87326,426.24213,434.6933,443.22574,451.8402,460.53558,469.3127,478.17084,487.11142,496.13348,505.23636,514.42114,523.68805,533.0357,542.46484,551.9761,562.4241,575.5539,592.3884,609.8719,627.6041,645.5835,663.811,682.28613,701.009,719.9791,739.1969,758.66254,778.37537,798.3371,818.5466,839.0026,859.70636,880.63245,901.53876,922.68524,944.072,965.69824,987.5664,1009.67346,1032.7776,1056.8436,1081.1793,1105.7849,1130.659,1155.8024,1181.2148,1206.8967,1232.8479,1259.0682,1285.5582,1312.3165,1339.3447,1366.641,1394.2074,1422.0442,1450.1481,1478.5221,1507.1653,1536.0784,1565.2578,1594.7091,1624.4314,1654.4202,1684.6776,1715.206,1746.0024,1777.069,1808.4062,1840.009,1871.8839,1904.0261,1936.4393,1969.12,2002.0703,2035.2894,2068.778,2102.5374,2136.5645,2170.8623,2205.4277,2238.4673,2264.9146,2291.517,2318.2708,2345.1787,2372.2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,22.29633,24.37909,26.534626,28.762583,31.063364,33.436592,35.882248,38.400715,40.991657,43.655148,46.391487,49.200024,52.0812,55.035133,58.061646,61.160625,64.33237,67.57635,70.893135,74.28254,77.744545,81.27887,84.886314,88.56591,92.318375,96.14296,100.040504,104.01055,108.05354,112.16846,116.35651,120.616745,124.94966,129.35497,133.83334,138.3842,143.00734,147.7035,152.47165,157.16534,161.91739,166.73634,171.62257,176.57584,181.59671,186.68378,191.83817,197.0601,202.34857,207.70454,213.12808,218.6177,224.175,229.79932,235.4909,241.24902,247.07469,252.96762,258.9273,264.95413,271.048,277.2092,283.4375,289.73285,296.09476,302.5249,309.02124,315.58545,321.96936,328.39728,334.88647,341.4351,348.04456,354.71426,361.44495,368.23605,375.08646,381.99844,388.97076,396.00305,403.09598,410.24905,417.46323,424.73746,432.6301,441.51163,450.4792,459.53033,468.66736,477.89,488.4544,504.42978,520.63916,537.0825,553.7594,570.6701,587.8137,605.1914,622.8019,640.64734,658.7253,677.0373,695.5827,714.363,733.3763,752.6214,772.1028,791.8167,811.76373,831.94434,852.3598,873.00696,893.88904,915.004,936.3543,957.93677,979.7523,1001.80237,1024.0853,1046.6027,1069.354,1092.3383,1115.555,1139.0082,1162.6929,1186.6108,1210.7633,1235.1504,1259.7688,1284.6224,1309.7086,1335.03,1360.5825,1386.3723,1412.3932,1438.6488,1465.1348,1491.8578,1518.8138,1546.0016,1573.4265,1601.0834,1628.9738,1657.0967,1685.4552,1714.0436,1738.9513,1757.3198,1775.7993,1794.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3245445,2.9002786,4.5417123,6.249315,8.022719,9.861973,11.767136,13.738314,15.775177,17.878078,20.046947,22.281649,24.582174,26.94883,29.381296,31.879696,34.44394,37.074326,39.770374,42.53235,45.360386,48.254044,51.213726,54.239563,57.330994,60.48822,63.711784,67.00114,70.356285,73.77719,77.26415,80.817184,84.43612,88.12057,91.871216,95.68803,99.570435,103.51849,107.53286,111.61306,115.759476,119.97114,124.24883,128.59294,133.00244,137.47803,142.01988,146.69368,153.27084,161.31657,169.56801,178.44556,187.5281,196.81578,206.30905,216.00754,225.91116,236.01978,246.34567,256.90396,267.66833,278.63898,289.81662,301.2005,312.78995,324.58585,336.58832,348.79712,361.21188,373.83304,386.6611,399.69458,412.93494,426.3814,440.03348,453.892,467.95786,482.22998,496.70667,511.3907,526.28174,541.3784,556.6807,572.19025,587.90546,603.82697,619.95544,636.2897,652.8298,669.5773,686.52985,703.6902,721.0557,738.6268,756.40576,774.39087,792.5809,810.9783,829.582,848.39044,867.40765,886.6297,906.0577,925.6925,945.53436,965.58154,985.83374,1006.29517,1026.9609,1047.8335,1068.9119,1090.196,1111.6888,1133.3868,1155.2898,1177.0338,1198.5575,1220.273,1242.1809,1264.2427,1286.2375,1308.4185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59365976,1.4510179,2.489675,3.709714,5.111177,6.693845,8.457886,10.403353,12.530093,14.838262,17.327478,19.998283,22.850386,25.883839,29.098862,32.494984,36.07244,39.831367,43.771297,47.893085,52.196003,56.68022,61.345596,66.192696,71.47411,77.05473,82.83959,88.82951,95.02349,101.421234,108.02375,114.83144,121.84222,129.05779,136.478,144.10262,151.9312,159.96472,168.20227,176.64449,185.29027,194.14122,203.19576,212.45613,221.9199,231.58716,241.46028,251.53749,261.8191,272.3047,281.87796,290.1011,298.43835,306.89465,315.4669,324.15698,332.9654,341.89197,351.0784,360.44852,369.94257,379.55914,389.2988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24428092,0.63823557,1.1126056,1.6673492,2.3025932,3.0181732,3.8142092,4.6906033,5.6474514,6.6847672,7.802404,9.000567,10.279031,11.637914,13.077227,14.596949,16.197086,17.8776,19.638622,21.480001,23.401745,25.404007,27.486706,29.64971,31.893105,34.21697,36.62127,39.10593,41.671116,44.316566,47.04249,49.8488,52.735558,55.702724,58.750202,61.878254,65.08652,68.37534,71.74456,75.194046,78.72433,82.334755,86.025536,89.79686,93.648476,97.58055,101.60354,105.7179,109.91333,114.19008,118.548225,122.987175,127.50781,132.10966,136.79262,141.55702,146.40247,151.32957,156.33772,161.4273,166.59787,171.85,177.1826,182.5974,188.09312,193.67,199.32846,205.06793,210.8885,216.79063,222.77397,228.83884,234.98486,241.21193,247.52032,253.91045,260.38098,266.93317,273.567,280.28168,287.0782,293.9552,300.9136,307.95352,315.07422,322.2771,329.5608,336.9256,344.3719,351.89914,359.50842,367.19763,374.96912,382.82166,390.75546,398.7707,406.86667,415.04507,423.30383,431.64426,440.06558,448.5674,457.15192,465.81702,474.56375,483.39166,492.30063,501.29086,510.36194,519.51544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7202419,1.8622649,3.0626996,4.3213954,5.6381664,7.0132117,8.44655,9.937987,11.487831,13.095781,14.762036,16.486223,18.268995,20.109707,22.008791,23.966047,25.981674,28.055317,30.187347,32.377537,34.62581,36.93261,39.2972,41.720467,44.201683,46.741123,49.33901,51.99479,54.70892,57.481403,60.311916,63.20095,66.14789,69.15306,72.2166,75.338425,78.51841,81.75645,85.05287,88.40748,91.82039,95.29141,98.820656,102.38956,106.01068,109.687,113.41896,117.20693,121.04972,124.94881,128.90315,132.91328,136.97934,141.10056,145.2777,149.51021,153.79897,158.14238,162.54187,167.11082,172.4666,177.90002,183.41057,188.99916,194.66441,200.43414,206.43895,212.52681,218.69742,225.34715,233.0615,240.89297,248.84393,256.91232,265.09924,273.40466,281.82742,290.3697,299.02982,307.8083,316.70496,325.7195,334.85272,344.1038,353.473,363.73804,375.03052,387.91483,401.02478,415.96796,431.32162,446.94214,462.82748,478.97852,495.39548,512.078,529.0265,546.2406,563.7204,581.4652,599.4763,617.7544,636.2964,655.10406,674.178,693.51685,713.1224,732.9931,753.12994,773.53253,794.20087,815.1344,836.33276,857.7971,879.52704,901.5244,923.7868,946.3144,969.10803,992.1676,1015.49225,1039.0822,1062.9382,1087.0618,1111.4478,1136.1027,1161.0206,1186.2064,1211.6554,1237.3727,1263.353,1289.6017,1316.1136,1342.8938,1369.9386,1397.2473,1424.8257,1452.6659,1480.7731,1509.1458,1537.7853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019720018,2.1261296,4.292287,6.518072,8.803397,11.1483345,13.552825,16.017044,18.54056,21.124071,23.766712,26.469362,29.231438,32.053047,34.934532,37.875164,40.87575,43.935787,47.055584,50.235153,53.473755,56.77236,60.130455,63.548157,67.02543,70.5623,74.15855,77.99142,82.1341,86.353676,90.64956,95.02187,99.471214,103.99668,108.598625,113.27694,118.031746,122.86327,127.77118,132.75566,137.81682,142.95428,148.16824,153.45851,158.82565,164.26904,169.7889,175.38556,181.05823,186.80743,192.63365,198.67982,205.31845,212.04947,218.87392,225.79007,232.79958,239.64224,247.20978,254.87807,262.64734,273.42502,284.75436,296.27448,307.98428,319.8836,331.9731,344.25153,356.72067,369.3792,382.22794,395.26572,408.4938,421.91205,435.5192,449.31708,463.30383,477.48093,491.84735,506.40408,521.1513,536.08655,551.2125,566.529,582.03424,597.7291,613.6153,629.68994,645.9543,662.40894,679.0534,695.88684,717.3376,739.3921,761.74817,783.9216,806.01337,828.37946,850.38196,872.4754,894.82086,917.41754,940.2653,963.3635,986.7149,1010.31616,1034.17,1058.2749,1082.6305,1107.2373,1132.0958,1157.2065,1182.5681,1208.1815,1234.0457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19066952,2.6382782,5.25092,8.028259,10.971224,14.079008,17.35169,20.78936,24.39243,28.160526,32.093346,36.19131,40.454567,44.88272,49.475647,54.23418,59.15766,64.24611,69.49928,74.93026,80.65002,86.54118,92.601875,98.83344,105.235275,111.80788,118.55041,125.46401,132.54747,139.80107,147.22607,154.90659,162.97552,171.22902,179.66187,187.90424,196.31664,204.89778,213.64789,222.56831,231.65736,240.91632,250.3444,259.94193,269.70837,279.64426,289.7494,300.0242,311.34027,323.30334,335.4838,347.8821,360.39954,372.51456,384.82358,397.32703,410.02298,422.91418,435.99915,450.4791,466.50284,482.79816,499.3646,516.6017,534.25995,552.2078,570.4444,588.9685,607.0034,625.21747,643.6963,662.54016,682.1613,702.06274,722.2418,742.6986,763.435,784.44867,805.7423,827.3145,849.1646,871.29205,893.6989,916.38513,939.3498,962.59033,986.11346,1009.9128,1033.9896,1056.1918,1076.6127,1097.2238,1117.0426,1132.484,1148.0192,1163.6539,1179.3838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
